crossrec_rate,rate_1200,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_1000,results_600,results_200,results_100,results_40,results_20
2,14,7,14,7,7,7,7,0,0,0,0,0,0
6,15,13,15,8,8,8,2,0,0,0,0,0,0
1,1,1,1,13,1,1,1,0,0,0,1,0,0
1,1,1,0,1,1,0,5,1,0,0,0,0,0
1,9,9,9,9,1,1,1,0,0,0,0,0,0
2,7,2,2,7,6,2,6,0,0,0,0,0,0
2,1,7,1,7,13,1,2,1,0,1,1,0,1
8,15,15,15,15,15,15,15,0,0,0,0,0,0
1,1,1,1,1,1,7,1,0,1,0,0,0,0
3,3,1,7,3,7,1,7,1,0,1,0,1,0
1,1,1,1,3,3,1,1,0,0,1,1,0,0
12,6,19,19,5,19,9,9,1,1,1,0,1,1
1,4,4,4,4,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,4,4,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,13,1,13,13,1,13,1,0,0,0,0,0,0
1,5,5,1,5,1,1,1,0,0,0,0,0,0
3,4,4,4,2,3,4,4,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
3,6,6,6,6,6,6,5,0,0,0,0,0,0
4,12,12,10,3,3,12,12,0,0,0,0,0,0
11,19,19,19,19,19,19,19,0,0,0,0,0,0
10,19,1,15,1,1,15,1,0,0,0,0,0,0
4,14,8,14,14,2,17,14,0,1,0,0,0,0
2,3,2,2,3,1,2,1,0,0,0,0,0,0
1,3,4,4,4,4,0,1,0,0,1,1,1,1
4,3,14,17,17,11,14,17,1,1,1,1,1,1
2,4,4,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6,6,3,6,13,6,1,1,1,1,1,1
0,1,1,1,1,1,1,1,0,0,0,0,0,0
0,2,0,0,2,0,0,0,0,0,0,0,0,0
1,2,1,1,2,1,1,1,0,0,0,0,0,0
1,1,1,1,7,1,1,1,0,0,0,1,0,0
2,16,1,1,18,1,1,16,0,0,0,1,0,0
1,1,1,1,2,1,1,1,0,0,0,1,0,0
1,3,3,3,3,1,3,1,0,0,0,0,0,0
4,19,12,12,12,12,19,19,0,0,0,0,0,0
2,11,12,2,11,12,12,2,0,1,1,0,0,1
3,14,1,1,14,1,1,14,0,0,0,0,0,0
16,2,2,2,2,2,2,2,0,0,0,0,0,0
18,12,12,12,12,12,12,12,0,0,0,0,0,0
5,6,2,2,2,2,2,2,0,0,0,0,0,0
2,6,17,2,6,17,17,17,1,1,1,0,0,1
9,7,7,7,7,7,7,7,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,5,5,1,5,1,0,1,0,1,1,0
11,5,5,3,3,3,5,3,0,0,0,0,0,0
3,4,4,4,3,4,4,5,1,0,0,0,0,0
4,14,10,14,14,14,14,14,0,0,0,0,0,0
1,1,1,1,1,1,1,4,1,0,0,0,0,0
3,3,2,2,3,2,2,2,0,0,0,0,0,0
1,5,5,5,0,1,1,1,0,0,0,0,0,0
6,8,8,7,3,3,3,8,0,0,0,0,0,0
1,1,1,15,15,1,1,1,0,0,0,1,1,0
2,3,2,2,3,2,2,2,0,0,0,0,0,0
1,2,2,1,2,1,1,1,0,0,0,0,0,0
6,1,2,1,2,2,2,2,1,1,1,1,0,1
4,3,8,8,8,8,3,18,1,0,1,1,1,1
5,7,12,9,10,7,7,12,1,0,0,1,1,1
3,8,8,8,3,8,8,8,0,0,0,0,0,0
4,3,3,3,5,3,3,5,1,0,0,1,0,0
4,5,14,5,16,14,5,14,1,0,1,1,0,1
1,4,4,4,4,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,8,1,1,1,0,0,0,1,0,0
1,1,1,1,11,1,1,1,0,0,0,1,0,0
7,6,13,13,13,13,13,6,0,1,1,1,1,1
0,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,2,1,1,1,0,0,0,1,0,0
3,13,13,13,2,13,2,13,0,0,0,0,0,0
2,4,2,5,4,2,2,2,0,0,0,0,1,0
8,3,9,2,9,10,9,9,1,1,1,1,0,1
