16,4
11,9
19,13
6,17
6,5
14,18
5,13
7,18
2,5
5,15
9,17
3,18
7,4
14,12
3,12
3,11
11,3
16,8
16,12
11,7
11,13
14,9
8,10
17,7
2,1
19,18
16,10
16,8
10,11
15,13
5,4
9,2
10,16
8,2
3,17
19,7
7,7
18,17
19,17
0,4
7,5
7,1
4,1
17,7
11,6
0,7
1,7
16,11
17,15
13,14
3,11
5,5
2,8
3,1
5,5
8,5
5,2
10,6
5,1
8,14
11,18
16,18
12,19
15,11
8,7
5,15
17,11
5,14
8,2
10,10
15,12
5,5
6,18
8,9
2,4
14,4
6,14
9,8
9,8
4,12
10,6
7,11
17,14
13,14
7,7
12,14
13,8
4,10
2,18
6,6
1,7
13,6
8,5
6,12
4,8
2,6
3,12
12,5
7,3
16,10
7,3
15,14
7,15
15,19
4,11
12,15
5,16
5,2
9,16
13,17
16,6
13,6
6,6
18,7
8,3
6,2
0,15
12,6
18,13
1,19
11,16
8,8
19,14
1,8
8,4
13,7
15,7
1,10
11,14
13,9
18,7
14,13
19,12
11,16
5,2
14,3
7,13
6,5
6,16
11,6
7,10
3,6
5,1
14,12
11,19
13,12
8,12
6,10
6,4
10,9
17,9
17,16
16,19
14,11
10,7
18,12
15,16
9,18
7,5
11,9
2,12
3,2
7,10
11,16
19,10
3,2
6,4
8,17
6,11
15,17
14,9
16,8
19,17
8,4
12,9
19,11
7,0
17,15
13,10
6,15
15,14
16,14
10,18
10,10
3,2
