crossrec_rate,rate_1200,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_1000,results_600,results_200,results_100,results_40,results_20
7,6,6,6,6,6,6,6,0,0,0,0,0,0
3,7,2,4,2,2,4,4,0,0,0,0,0,0
5,4,4,4,4,8,4,8,1,0,1,0,0,0
9,4,4,4,4,4,4,4,0,0,0,0,0,0
5,8,6,8,8,8,8,8,0,0,0,0,0,0
9,8,8,8,8,8,8,8,0,0,0,0,0,0
1,2,2,3,2,2,3,2,0,1,0,0,1,0
2,6,4,6,6,4,4,6,0,0,0,0,0,0
7,6,4,4,6,8,6,6,0,0,1,0,0,0
7,3,3,3,3,3,3,3,0,0,0,0,0,0
9,2,2,2,2,2,2,2,0,0,0,0,0,0
2,2,2,8,2,2,8,8,1,1,0,0,1,0
7,9,9,9,7,9,9,9,0,0,0,0,0,0
