1,12
1,5
6,8
5,15
12,4
2,9
1,1
1,1
12,14
0,1
2,4
1,3
2,6
1,1
2,3
1,1
1,1
3,9
1,1
2,6
0,1
1,1
15,3
19,9
1,1
1,4
14,1
16,2
2,6
2,2
1,16
1,1
4,10
1,7
0,1
1,1
1,1
4,9
1,1
3,2
1,1
1,1
1,1
11,9
17,19
1,1
5,12
2,15
1,1
15,1
13,5
0,1
1,1
0,0
1,1
3,4
15,8
2,10
1,1
10,16
1,1
1,1
2,19
1,1
9,7
14,2
0,1
1,1
11,5
3,6
9,6
1,1
1,7
1,2
10,17
13,9
2,8
1,3
13,10
4,18
1,2
1,1
8,5
1,1
7,9
1,1
1,1
5,7
1,13
1,1
2,5
10,7
2,3
1,1
1,1
3,7
6,5
7,5
2,18
5,13
2,2
6,4
11,3
0,0
12,3
1,1
1,16
7,6
9,15
1,1
1,2
4,10
1,1
4,15
1,7
0,1
4,17
4,12
1,1
1,1
1,1
0,1
1,1
4,17
1,1
5,6
10,1
6,19
1,1
4,7
8,2
1,1
0,2
1,3
11,1
3,4
8,1
1,9
2,2
5,12
3,1
12,3
2,1
0,0
1,4
2,7
1,1
1,1
1,1
0,0
5,15
2,2
0,1
3,1
10,2
2,18
14,11
4,13
2,2
1,1
0,1
0,0
1,1
3,2
2,0
1,2
2,5
4,15
1,10
1,1
14,11
0,1
0,6
0,0
0,2
0,1
1,1
12,4
2,0
14,10
9,7
12,5
3,9
0,7
5,3
2,2
2,2
1,1
0,0
18,14
2,14
5,9
16,10
1,7
1,1
2,2
4,1
18,10
7,14
1,4
7,2
5,11
6,3
8,2
2,4
1,3
10,7
0,2
2,3
6,5
13,12
1,4
10,7
3,17
2,4
2,1
0,1
2,2
1,1
2,2
1,1
9,17
8,17
3,18
0,0
5,0
1,1
14,7
3,17
0,1
0,18
2,1
4,1
0,0
2,2
12,4
10,9
1,1
1,0
1,11
5,9
10,14
0,0
0,0
2,0
3,19
1,1
5,2
6,8
1,1
4,19
4,15
0,1
2,7
1,1
1,1
1,3
1,5
0,0
15,17
9,2
3,0
1,1
0,1
1,1
0,1
1,15
12,8
1,1
1,4
0,0
5,7
0,1
14,17
0,1
1,5
1,1
3,7
2,14
1,8
2,2
0,0
1,1
1,1
0,0
17,13
2,2
0,0
3,4
12,3
1,1
14,17
12,10
5,2
0,3
1,2
1,1
1,6
1,1
0,2
6,5
8,7
3,2
1,1
4,7
1,1
10,15
6,17
1,18
15,5
4,6
1,5
1,1
10,15
9,8
4,1
7,5
1,1
8,2
2,3
1,1
4,15
13,3
1,13
4,2
3,4
0,0
0,3
0,0
1,1
2,2
1,1
2,2
0,0
1,1
5,1
8,3
1,0
18,13
0,1
3,10
2,3
0,0
2,2
1,1
0,0
1,4
6,17
1,1
0,1
2,2
13,8
5,3
6,8
2,2
1,1
0,1
0,1
1,1
6,4
1,1
1,1
6,17
5,1
1,1
2,10
4,8
2,2
15,16
1,9
3,2
10,19
0,0
14,12
3,8
4,2
3,15
2,2
2,5
0,3
1,1
2,15
5,7
4,1
4,16
4,14
0,4
2,2
4,14
2,2
13,12
0,2
2,7
1,1
0,1
1,1
3,9
1,7
9,16
3,4
7,6
1,1
15,10
0,0
0,0
2,2
10,5
1,3
2,15
0,0
2,3
1,1
1,1
1,1
3,2
10,19
10,3
9,5
1,4
1,3
1,1
3,4
1,15
2,0
1,1
1,5
4,1
3,18
0,2
1,3
9,7
1,15
3,12
1,7
4,13
14,11
3,9
3,11
1,1
6,18
5,3
13,8
3,6
6,4
1,3
2,3
5,7
8,3
4,1
2,2
2,1
9,12
14,17
1,12
5,3
2,4
3,2
6,11
5,18
4,1
11,4
1,2
2,7
0,1
3,14
3,2
1,1
1,1
19,10
1,1
2,2
1,1
13,18
7,8
9,1
2,2
1,7
1,15
2,4
6,7
14,13
12,8
6,1
5,8
15,9
2,2
1,1
1,1
2,1
2,2
6,8
1,1
1,1
1,1
2,2
2,1
8,15
1,1
3,7
1,1
12,5
1,4
1,1
1,1
1,1
1,1
1,5
3,4
0,1
3,6
4,12
11,19
10,15
4,8
2,2
1,4
4,14
2,4
0,0
3,6
0,1
0,0
1,1
1,1
2,1
1,1
1,3
4,12
2,2
3,1
16,2
18,3
5,2
2,17
9,7
1,1
1,5
11,5
3,4
4,14
1,1
3,2
1,5
6,4
1,1
2,2
1,2
6,2
4,8
5,7
3,14
4,3
4,5
1,1
1,1
0,1
1,1
1,1
7,13
0,1
1,1
1,1
3,13
2,2
8,9
