16,4
11,3
19,13
6,17
6,8
14,17
5,10
7,18
2,4
5,13
9,17
3,16
7,4
14,12
3,4
3,11
11,3
16,8
16,19
11,7
11,13
14,9
8,10
17,7
2,4
19,18
16,12
16,10
10,11
15,4
5,5
9,13
10,7
8,10
3,17
19,7
7,8
18,17
19,17
0,4
7,5
7,6
4,1
17,7
11,17
0,5
1,7
16,11
17,15
13,16
3,14
5,10
2,6
3,1
5,3
8,5
5,19
10,10
5,1
8,10
11,14
16,11
12,19
15,11
8,8
5,15
17,4
5,14
8,4
10,10
15,9
5,16
6,18
8,9
2,4
14,16
6,14
9,5
9,7
4,12
10,10
7,11
17,14
13,13
7,6
12,14
13,16
4,10
2,0
6,6
1,7
13,9
8,9
6,17
4,2
2,6
3,12
12,5
7,3
16,14
7,7
15,14
7,2
15,19
4,11
12,15
5,16
5,10
9,9
13,15
16,8
13,11
6,13
18,7
8,6
6,1
0,15
12,17
18,13
1,19
11,16
8,13
19,15
1,8
8,8
13,18
15,5
1,10
11,7
13,16
18,7
14,2
19,17
11,10
5,2
14,16
7,13
6,5
6,16
11,11
7,10
3,6
5,1
14,12
11,19
13,12
8,15
6,5
6,2
10,9
17,9
17,16
16,5
14,11
10,7
18,12
15,16
9,18
7,7
11,2
2,6
3,2
7,2
11,16
19,10
3,8
6,0
8,4
6,13
15,17
14,10
16,18
19,18
8,13
12,4
19,11
7,15
17,15
13,10
6,15
15,16
16,14
10,11
10,11
3,4
