18,17
5,8
3,3
13,18
6,17
0,3
0,3
1,6
18,17
4,1
3,3
12,16
2,7
4,14
3,16
3,3
13,5
14,10
7,11
12,8
6,5
8,12
1,3
6,4
1,4
17,10
6,5
13,10
10,6
5,16
18,10
13,6
5,6
6,12
15,11
2,2
4,3
5,3
4,10
15,14
10,5
3,7
3,3
3,3
17,11
10,17
18,14
6,7
9,10
11,12
1,17
2,0
1,2
1,13
11,3
8,12
2,2
7,13
3,7
2,4
13,10
1,15
1,1
2,6
3,2
2,2
3,8
2,1
2,0
5,16
8,0
2,11
10,7
1,3
4,2
4,4
4,3
3,5
2,17
4,4
3,3
4,1
1,3
6,12
2,3
2,2
1,1
12,8
7,2
1,2
3,3
1,4
8,6
19,17
12,6
11,8
5,1
10,2
9,11
10,2
11,4
2,9
1,2
3,4
6,3
2,2
1,1
1,4
2,3
1,2
2,2
9,10
18,17
9,15
8,17
3,1
5,14
3,10
4,4
0,1
1,4
4,12
15,16
14,12
2,2
6,1
1,4
5,12
3,3
3,3
6,10
2,13
5,2
16,4
1,10
4,10
5,11
5,1
9,16
19,7
2,1
5,2
4,4
1,2
12,6
17,14
1,9
7,1
11,6
8,3
8,6
7,10
1,2
2,2
2,2
13,5
6,11
3,2
9,3
15,8
2,2
6,3
2,2
6,5
1,2
6,5
14,13
4,1
15,9
9,13
8,12
7,5
4,19
10,5
8,13
7,15
4,4
4,4
9,8
1,2
5,4
3,3
1,3
9,3
15,19
4,4
7,2
14,13
8,5
1,10
13,15
5,18
11,8
5,11
18,13
18,19
7,18
8,10
11,8
0,14
5,6
3,12
17,16
2,0
5,13
18,4
3,3
2,5
8,10
2,6
2,2
18,7
0,2
2,1
0,1
11,19
2,1
3,1
15,12
7,8
2,1
4,9
6,14
2,3
4,4
16,11
2,1
7,10
19,16
15,17
9,14
19,16
17,19
3,4
6,13
4,2
4,4
18,12
1,1
15,12
1,2
9,6
5,13
7,3
5,8
4,1
3,3
2,1
0,1
6,5
8,10
1,3
10,9
3,3
5,4
9,8
5,15
11,1
4,4
8,9
9,17
11,10
0,1
1,1
17,14
5,9
17,8
8,9
12,18
17,7
12,16
3,3
18,9
7,11
11,16
2,0
6,3
2,2
2,1
15,16
4,8
7,2
18,13
4,7
17,11
0,2
12,2
15,9
12,14
2,1
10,13
10,5
1,3
6,5
15,13
19,5
3,15
1,2
2,4
17,12
0,1
5,12
1,2
13,6
13,16
2,0
17,16
14,7
13,12
3,8
16,14
13,16
4,2
5,6
16,18
2,2
1,5
3,14
2,5
1,2
13,12
1,1
8,11
4,4
6,7
11,3
2,8
9,4
1,10
2,1
2,7
12,17
5,2
11,10
4,11
8,2
5,12
18,14
17,18
11,18
2,7
16,10
7,6
9,18
9,7
8,9
15,16
0,1
0,10
17,18
1,2
17,14
13,5
1,3
3,3
0,0
17,15
12,15
5,2
3,2
4,10
11,14
2,2
18,13
2,2
7,3
0,1
4,12
2,4
4,7
14,2
17,11
4,2
2,2
7,10
17,11
2,3
4,2
5,14
2,2
3,6
2,7
4,8
1,16
8,1
6,0
3,2
4,12
3,12
8,2
4,2
8,19
6,2
6,15
1,2
7,15
1,3
13,10
2,9
2,4
4,5
7,12
1,12
14,4
1,6
1,2
4,11
2,12
3,5
2,2
2,1
4,11
6,5
4,3
2,1
2,3
6,18
1,8
0,1
8,2
3,2
6,12
2,7
4,12
13,9
1,5
3,3
16,10
3,11
10,11
13,10
6,10
2,4
3,4
1,12
1,16
3,6
1,17
3,8
5,15
3,10
2,1
5,12
10,12
9,7
4,12
5,4
2,6
16,14
5,18
0,14
8,7
2,4
8,16
5,9
0,2
8,6
4,3
17,8
8,6
4,12
10,3
15,14
9,11
15,10
2,6
2,3
13,8
13,14
8,5
