crossrec_rate,rate_1200,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_1000,results_600,results_200,results_100,results_40,results_20
1,1,1,1,1,1,1,1,0,0,0,0,0,0
7,12,2,2,2,10,2,2,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
4,5,5,5,5,5,5,2,0,0,0,0,0,0
4,5,10,5,10,17,17,17,1,1,1,1,0,1
1,4,1,4,1,4,1,4,0,0,0,0,0,0
5,4,10,15,16,16,16,7,1,1,1,1,1,1
3,8,8,8,8,8,4,8,0,0,0,0,0,0
3,1,1,1,4,10,3,2,1,1,1,1,0,0
1,1,7,1,1,1,1,7,1,0,0,0,0,1
6,2,4,4,12,12,19,8,1,1,1,1,1,1
1,2,2,2,3,2,2,2,0,0,0,1,0,0
3,0,0,2,2,11,11,6,1,1,1,1,1,0
9,3,3,3,3,3,3,3,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0
2,11,4,11,11,4,11,4,0,0,0,0,0,0
5,12,2,2,2,14,2,2,0,0,1,0,0,0
4,5,18,11,11,18,11,15,1,1,1,1,1,1
16,17,9,8,17,17,5,17,0,0,0,0,0,0
5,7,15,15,7,15,1,1,0,0,1,0,1,1
3,7,7,7,7,7,1,7,0,0,0,0,0,0
1,0,1,10,0,2,2,2,1,1,1,0,1,1
1,1,0,1,0,0,0,1,0,0,0,0,0,0
16,6,19,19,19,6,19,4,0,1,0,1,1,1
9,1,7,6,2,1,2,6,1,1,0,1,1,1
1,1,16,2,0,0,0,16,1,0,0,0,1,1
6,15,17,5,17,5,9,17,1,0,0,1,0,1
4,5,5,5,5,5,5,10,1,0,0,0,0,0
1,1,2,0,1,1,1,1,0,0,0,0,0,1
4,8,2,11,8,7,2,8,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,4,4,4,1,4,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,8,1,8,0,2,1,0,1,1,1,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,8,8,10,10,8,6,10,1,0,0,1,1,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0
5,4,4,2,2,2,4,2,0,0,0,0,0,0
13,18,5,5,7,1,3,18,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
8,18,4,4,4,4,3,3,0,0,0,0,0,0
1,1,1,12,8,1,1,1,0,0,0,1,1,0
19,11,11,11,11,11,11,11,0,0,0,0,0,0
3,18,18,3,4,8,8,8,0,0,0,0,0,0
4,6,6,6,6,7,6,6,0,0,1,0,0,0
13,1,15,1,10,10,1,10,1,0,1,1,0,1
5,15,15,15,15,3,6,4,0,0,0,0,0,0
15,12,6,7,6,6,6,8,0,0,0,0,0,0
4,3,2,10,2,2,2,10,1,0,0,0,1,0
5,11,7,7,7,7,7,7,0,0,0,0,0,0
1,1,1,5,1,5,1,5,1,0,1,0,1,0
1,1,6,0,1,1,1,1,0,0,0,0,0,1
9,16,16,13,17,17,17,16,0,1,1,1,0,0
11,16,16,3,2,16,16,2,0,0,0,0,0,0
1,1,1,1,0,1,1,1,0,0,0,0,0,0
5,17,3,14,17,14,4,9,0,0,0,0,0,0
2,2,1,1,1,1,1,2,0,0,0,0,0,0
8,16,17,3,16,16,16,16,0,0,0,0,0,1
5,8,0,8,6,17,17,17,1,1,1,0,0,0
0,1,1,1,0,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
5,8,13,8,8,8,8,8,0,0,0,0,0,1
17,13,13,13,13,16,16,16,1,1,1,0,0,0
13,12,2,12,2,12,2,2,0,0,0,0,0,0
3,7,4,7,7,7,7,7,0,0,0,0,0,0
9,15,8,8,8,8,8,15,0,0,0,0,0,0
4,6,16,16,16,10,16,1,0,1,1,1,1,1
9,4,6,7,19,3,4,7,1,0,0,1,1,1
1,1,1,1,0,1,1,2,1,0,0,0,0,0
1,1,1,0,1,1,1,1,0,0,0,0,0,0
4,10,9,2,10,10,8,2,0,0,0,0,0,0
3,1,1,2,1,2,2,1,0,1,1,0,1,0
1,1,1,2,1,1,1,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,2,0,0,0,2,1,0,0,0,1,0
1,1,1,1,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,9,2,14,14,14,14,1,1,1,1,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
6,1,8,1,10,8,10,1,0,1,1,1,0,1
18,6,6,6,6,6,6,6,0,0,0,0,0,0
2,4,4,2,4,4,4,2,0,0,0,0,0,0
3,2,2,2,2,16,2,2,0,0,1,0,0,0
1,4,4,1,1,1,1,1,0,0,0,0,0,0
4,17,11,11,11,11,11,11,0,0,0,0,0,0
3,4,4,0,0,4,0,4,0,0,0,0,0,0
19,11,11,11,11,11,11,11,0,0,0,0,0,0
3,5,3,4,2,6,2,2,0,0,1,0,0,0
2,3,13,13,3,13,13,13,1,1,1,0,1,1
