crossrec_rate,rate_0,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_20,results_40,results_100,results_200,results_600,results_1000
3,4,6,3,3,3,6,3,0,1,1,1,0,1
2,1,2,2,2,1,1,2,0,0,0,0,0,0
0,18,1,1,1,18,0,4,1,1,1,0,1,1
6,17,5,8,5,5,5,8,1,1,1,1,1,1
8,3,17,10,7,16,17,10,0,0,0,0,0,0
1,4,4,4,4,1,4,3,0,0,0,1,0,1
10,19,15,9,15,9,15,2,1,1,1,1,1,1
3,9,2,2,2,2,3,2,1,1,1,1,1,1
5,6,4,4,4,4,6,0,1,1,1,1,0,1
9,7,7,8,5,8,8,8,0,0,1,0,0,0
5,0,15,15,2,2,0,6,0,0,0,0,0,0
11,15,1,1,1,1,9,1,1,1,1,1,1,1
4,12,15,4,0,4,2,0,0,1,1,1,1,1
8,18,9,9,9,9,9,9,1,1,1,1,1,1
9,11,17,17,4,1,4,4,0,0,1,1,1,1
11,17,10,18,10,15,10,18,1,0,1,1,1,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
1,16,1,1,1,1,1,1,1,1,1,1,1,1
17,13,10,13,10,2,2,13,1,0,1,1,1,0
5,4,9,9,9,9,5,9,0,0,0,0,0,0
17,12,8,8,8,8,8,8,1,1,1,1,1,1
8,6,9,9,9,9,9,9,0,0,0,0,0,0
12,3,3,6,18,6,7,18,0,0,0,0,0,0
17,16,7,7,7,7,7,7,1,1,1,1,1,1
12,17,16,16,16,16,6,16,1,1,1,1,1,1
3,5,7,7,7,3,3,3,0,0,0,1,1,1
18,19,9,9,9,9,1,9,1,1,1,1,1,1
7,8,3,5,2,8,8,2,1,1,1,0,0,1
11,9,16,14,16,16,14,14,0,0,0,0,0,0
2,15,2,15,0,15,2,0,1,0,1,0,1,1
6,1,2,3,10,2,3,3,0,0,0,0,0,0
2,9,2,5,5,2,2,5,1,1,1,1,1,1
2,1,1,1,1,1,1,2,0,0,0,0,0,0
15,18,5,17,18,18,4,18,1,1,0,0,1,0
4,6,8,6,8,6,8,6,0,0,0,0,0,0
7,2,17,2,6,6,2,6,0,0,0,0,0,0
18,10,10,15,10,10,13,10,0,0,0,0,0,0
4,3,3,11,3,7,2,7,0,0,0,0,1,0
17,18,8,8,11,8,16,8,1,1,1,1,1,1
0,2,2,2,2,2,2,2,0,0,0,0,0,0
12,5,16,5,4,16,5,5,0,0,1,0,0,0
15,3,9,9,17,17,9,9,0,0,0,0,0,0
12,17,17,17,14,17,17,11,0,0,1,0,0,1
2,9,9,9,1,9,9,1,0,0,1,0,0,1
10,15,13,13,15,13,13,13,1,1,0,1,1,1
10,6,11,5,11,5,5,11,0,1,0,1,1,0
1,4,3,4,4,3,4,3,1,0,0,1,0,1
6,11,5,3,11,3,5,3,1,1,0,1,1,1
15,13,13,10,13,1,13,13,0,1,0,1,0,0
19,19,5,5,5,5,5,5,1,1,1,1,1,1
3,13,15,15,15,13,15,15,0,0,0,0,0,0
1,4,4,4,2,2,4,2,0,0,1,1,0,1
2,3,3,3,4,3,3,4,0,0,0,0,0,0
17,11,19,11,13,11,11,13,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
5,6,9,6,6,3,3,6,0,0,0,1,1,0
1,13,2,2,13,2,2,3,1,1,0,1,1,1
13,12,6,6,6,6,6,6,1,1,1,1,1,1
13,11,16,4,16,7,5,3,0,1,0,1,1,1
2,12,12,12,0,0,12,0,0,0,1,1,0,1
17,15,15,12,10,16,12,15,0,1,1,0,1,0
14,16,16,8,8,8,7,7,0,1,1,1,1,1
13,16,17,12,17,12,16,17,0,1,0,1,0,0
3,2,8,8,8,8,8,8,0,0,0,0,0,0
16,11,14,14,14,14,14,14,0,0,0,0,0,0
13,12,12,12,19,19,6,19,0,0,0,0,1,0
4,6,4,2,2,2,6,2,1,1,1,1,0,1
5,4,6,6,8,6,2,19,0,0,0,0,1,0
16,8,8,4,8,18,18,18,0,1,0,0,0,0
2,5,2,7,2,15,2,2,1,0,1,0,1,1
1,2,2,2,2,5,5,5,0,0,0,0,0,0
3,4,4,3,3,14,14,3,0,1,1,0,0,1
2,12,2,5,5,5,5,5,1,1,1,1,1,1
1,10,2,10,2,2,2,2,1,0,1,1,1,1
13,12,12,12,12,15,6,12,0,0,0,0,1,0
1,0,1,1,1,1,1,1,0,0,0,0,0,0
8,10,10,11,10,11,11,14,0,0,0,0,0,0
4,8,8,4,4,4,2,4,0,1,1,1,1,1
6,14,7,7,14,7,7,7,1,1,0,1,1,1
11,5,3,3,3,3,3,3,1,1,1,1,1,1
2,13,2,8,8,8,8,8,1,1,1,1,1,1
9,15,1,1,15,1,1,4,1,1,0,1,1,1
1,10,10,10,10,10,10,10,0,0,0,0,0,0
2,4,1,4,0,1,1,1,1,0,1,1,1,1
2,5,1,7,7,2,2,7,1,0,0,1,1,0
12,17,16,16,17,17,16,17,1,1,0,0,1,0
5,4,12,12,12,4,4,4,0,0,0,0,0,0
11,9,15,10,15,7,13,7,0,0,0,1,0,1
4,6,11,11,11,11,4,11,0,0,0,0,1,0
8,2,4,3,2,2,4,6,0,0,0,0,0,0
5,4,2,15,15,12,12,12,1,0,0,0,0,0
18,12,14,14,14,14,14,14,0,0,0,0,0,0
17,14,18,18,18,18,18,18,0,0,0,0,0,0
11,15,18,18,18,15,18,18,0,0,0,0,0,0
2,7,7,3,7,3,3,7,0,1,0,1,1,0
16,12,19,19,10,19,19,19,0,0,1,0,0,0
7,6,6,9,6,6,6,12,0,0,0,0,0,0
9,7,1,1,1,5,1,1,1,1,1,1,1,1
9,1,8,7,1,7,6,7,0,0,0,0,0,0
8,13,2,7,7,9,9,9,1,1,1,1,1,1
15,11,16,16,16,16,16,16,0,0,0,0,0,0
0,1,1,1,2,2,1,1,0,0,0,0,0,0
0,10,10,10,10,10,10,10,0,0,0,0,0,0
17,11,7,11,11,11,7,18,1,0,0,0,1,0
1,2,2,2,2,2,2,2,0,0,0,0,0,0
17,14,14,14,14,14,14,7,0,0,0,0,0,1
13,11,17,5,17,5,17,17,0,1,0,1,0,0
1,2,3,2,2,3,2,3,0,0,0,0,0,0
3,8,4,4,4,4,3,4,1,1,1,1,1,1
0,7,0,0,0,0,11,0,1,1,1,1,0,1
17,15,15,15,8,8,15,8,0,0,1,1,0,1
12,15,17,15,15,13,15,17,0,0,0,1,0,0
5,15,4,2,15,15,4,2,1,1,0,0,1,1
3,2,13,0,4,13,0,2,0,1,0,0,1,0
4,16,1,3,0,13,15,19,1,1,1,1,1,0
11,14,15,14,17,15,17,15,0,0,0,0,0,0
2,13,2,2,2,2,2,2,1,1,1,1,1,1
18,17,13,10,10,13,14,13,1,1,1,1,1,1
2,15,2,2,2,2,15,2,1,1,1,1,0,1
7,3,3,19,3,19,3,18,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
4,9,12,12,12,4,12,12,0,0,0,1,0,0
2,5,4,4,4,4,4,4,1,1,1,1,1,1
4,8,10,7,7,10,10,10,0,1,1,0,0,0
14,3,2,2,3,2,2,2,1,1,0,1,1,1
17,5,11,16,16,11,11,11,0,0,0,0,0,0
4,1,7,7,3,7,1,3,0,0,0,0,0,0
2,9,2,2,2,2,1,2,1,1,1,1,1,1
7,12,12,11,3,3,11,12,0,1,1,1,1,0
17,15,11,11,11,11,11,11,1,1,1,1,1,1
2,3,7,3,3,2,2,3,0,0,0,1,1,0
4,15,2,4,4,4,2,4,1,1,1,1,1,1
5,15,15,13,15,2,12,13,0,1,0,1,1,1
2,1,2,2,1,1,1,2,0,0,0,0,0,0
3,9,8,8,8,4,6,9,1,1,1,1,1,0
2,7,7,7,1,7,7,1,0,0,1,0,0,1
4,8,7,5,7,8,7,8,1,1,1,0,1,0
1,3,4,16,16,16,4,16,0,0,0,0,0,0
8,1,1,9,1,9,6,9,0,0,0,0,0,0
6,9,7,0,4,10,9,7,1,1,1,0,0,1
3,14,2,2,3,2,3,3,1,1,1,1,1,1
4,2,12,12,12,12,12,12,0,0,0,0,0,0
3,4,4,4,5,12,5,4,0,0,0,0,0,0
8,14,2,2,2,2,2,2,1,1,1,1,1,1
4,8,13,11,2,11,13,2,0,0,1,0,0,1
8,16,19,7,7,7,19,19,0,1,1,1,0,0
6,10,2,9,11,10,2,9,1,1,0,0,1,1
6,19,15,19,15,3,19,15,1,0,1,1,0,1
1,2,2,2,2,2,2,2,0,0,0,0,0,0
7,18,9,13,15,13,9,18,1,1,1,1,1,0
1,6,6,6,3,3,3,3,0,0,1,1,1,1
13,14,10,10,10,10,4,10,1,1,1,1,1,1
2,9,2,9,9,9,9,9,1,0,0,0,0,0
2,14,2,4,4,4,4,4,1,1,1,1,1,1
4,7,4,4,4,4,5,4,1,1,1,1,1,1
7,3,3,12,3,12,4,9,0,0,0,0,0,0
1,12,12,12,12,12,12,12,0,0,0,0,0,0
14,3,4,3,3,4,3,4,0,0,0,0,0,0
1,3,6,6,6,6,6,6,0,0,0,0,0,0
1,2,2,2,2,2,2,2,0,0,0,0,0,0
4,8,8,4,11,11,3,11,0,1,0,0,1,0
2,3,12,3,12,12,12,12,0,0,0,0,0,0
3,2,9,3,5,10,10,10,0,0,0,0,0,0
2,4,2,2,2,2,2,2,1,1,1,1,1,1
2,4,4,4,1,1,1,1,0,0,1,1,1,1
4,11,16,3,11,10,10,16,0,1,0,1,1,0
6,5,14,14,8,5,15,15,0,0,0,0,0,0
4,5,4,4,4,3,3,5,1,1,1,1,1,0
2,5,1,5,0,1,5,1,1,0,1,1,0,1
2,5,3,3,4,5,2,0,1,1,1,0,1,1
6,9,12,12,10,18,18,12,0,0,0,0,0,0
1,4,8,4,8,8,8,8,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
8,2,2,2,2,8,3,2,0,0,0,0,0,0
3,17,2,2,2,2,17,17,1,1,1,1,0,0
