10,2
12,15
1,1
5,10
4,15
1,1
9,13
2,7
6,10
1,1
1,1
5,1
17,18
7,1
2,3
6,13
2,3
6,13
8,4
4,9
3,7
8,17
3,4
6,5
6,10
12,16
4,6
1,1
1,1
0,1
2,1
15,14
4,2
10,11
1,1
19,15
14,5
1,1
1,1
1,1
10,3
7,16
6,11
2,3
5,3
0,1
11,13
5,0
2,1
9,11
2,1
13,16
3,1
5,4
4,7
5,17
17,7
4,7
2,1
19,10
0,1
3,4
13,11
3,6
3,13
10,1
3,8
15,4
14,19
8,9
10,19
3,10
7,2
2,1
8,1
0,0
0,8
3,14
2,1
3,2
11,15
15,18
0,3
0,1
11,16
10,11
1,1
4,3
2,1
1,1
13,4
6,7
2,1
2,1
4,8
1,1
4,18
13,19
1,1
16,18
2,2
8,11
5,2
2,1
0,0
5,10
5,1
1,1
16,8
4,6
1,1
17,7
9,1
12,10
5,8
13,14
8,10
10,13
1,1
12,18
3,7
5,3
2,1
8,17
12,15
3,6
10,6
0,0
9,5
17,11
3,4
1,0
2,3
2,12
18,15
3,1
17,14
0,1
2,3
0,1
4,5
1,1
3,6
10,1
1,1
10,12
2,1
1,1
0,1
11,3
7,10
2,1
12,15
5,1
1,1
0,0
10,13
2,14
3,5
1,0
2,7
6,13
3,5
1,1
1,0
2,11
2,4
1,1
5,14
2,12
6,15
1,1
7,2
1,1
4,1
1,1
2,18
0,0
7,8
1,0
7,4
1,1
4,9
3,2
0,0
9,7
7,1
1,1
2,10
2,7
10,14
4,9
3,15
1,1
2,7
1,1
10,17
2,0
3,4
3,18
4,1
0,1
11,1
3,8
18,9
1,1
1,1
15,11
18,19
10,8
0,0
4,18
7,0
3,7
1,1
8,4
0,5
11,13
1,5
8,1
11,4
1,1
9,13
8,3
8,2
4,0
3,9
2,2
7,3
7,2
1,1
9,6
19,9
1,1
0,0
6,14
12,5
0,0
6,11
1,1
2,1
1,0
7,11
5,11
1,1
15,8
2,12
0,0
1,0
0,0
1,1
2,5
1,1
2,0
2,3
2,14
1,0
6,13
5,13
6,9
14,15
0,4
8,15
1,1
9,7
7,4
0,0
1,1
1,1
1,1
1,1
0,0
3,1
3,6
2,1
2,1
6,1
2,1
3,2
0,1
6,17
2,5
2,6
1,1
1,1
1,1
7,2
1,1
4,5
4,0
1,1
5,10
3,8
3,1
1,1
6,4
1,2
3,2
9,3
1,13
2,11
5,12
4,18
16,17
5,13
3,1
1,2
1,0
16,4
9,2
1,1
6,5
4,5
1,1
4,15
0,0
3,4
0,1
2,8
0,0
13,10
0,1
5,2
13,3
1,1
8,4
1,1
19,17
3,8
4,6
13,1
5,15
15,6
4,3
5,7
1,1
1,1
9,17
11,16
1,0
5,14
2,2
8,17
5,19
0,1
1,1
5,8
17,13
13,19
3,7
9,6
4,16
9,6
1,1
1,1
4,10
3,1
1,1
1,1
0,0
1,1
0,0
5,9
1,1
6,9
18,6
2,4
3,2
1,1
4,5
3,0
19,11
3,5
2,13
3,11
2,5
0,0
8,14
8,5
12,8
2,9
4,11
13,14
4,0
2,19
10,1
7,6
2,3
4,9
15,16
8,11
1,1
2,3
9,7
0,1
1,1
5,15
1,1
8,15
2,10
11,4
3,5
11,2
5,12
3,4
3,4
1,1
2,4
4,3
1,1
3,7
1,1
11,17
15,14
3,11
1,2
19,12
5,14
5,15
2,1
8,9
2,3
2,1
3,17
15,3
4,11
7,13
4,18
2,6
4,13
10,17
1,1
1,16
13,1
2,5
1,1
0,0
2,1
2,4
0,2
5,18
3,9
3,1
6,13
13,11
10,9
17,4
9,14
2,4
4,1
2,0
4,15
4,5
7,19
5,9
18,10
1,1
2,12
9,5
3,0
2,1
7,4
15,10
2,3
6,14
4,6
1,1
0,1
3,14
3,4
1,1
2,15
6,17
6,5
1,1
1,1
7,3
15,16
1,0
8,19
0,0
4,15
3,16
14,16
5,2
0,9
16,2
1,1
0,0
10,18
14,9
1,1
7,6
3,1
5,15
3,2
9,18
1,1
16,6
6,11
12,18
6,14
2,1
3,4
3,14
3,2
2,1
0,0
10,4
7,5
4,15
5,4
0,0
2,7
13,16
2,3
5,8
5,0
19,17
2,3
8,15
9,8
1,1
4,2
15,1
2,3
2,1
10,0
5,14
7,16
1,1
5,10
1,1
3,10
1,1
11,16
12,15
16,12
1,1
0,1
1,1
17,8
0,1
2,5
5,14
2,11
1,1
3,10
9,5
5,3
7,8
1,1
15,3
5,14
2,1
10,8
14,3
11,12
1,1
1,1
2,4
3,0
4,3
15,10
4,15
11,16
2,7
6,12
2,6
1,1
14,18
5,7
2,13
6,11
13,9
1,1
